model_id,dataset,source_dataset,preprocessing_variant,group,samples,cer_mean,cla_mean,corpus_edit_distance_chars,corpus_reference_chars,corpus_char_substitutions,corpus_char_insertions,wer_mean,crw_mean,corpus_edit_distance_words,corpus_reference_words,corpus_correct_recognized_words,inference_seconds_mean,cuda_peak_allocated_mb_max,cuda_peak_reserved_mb_max,corpus_cer,corpus_wer,corpus_cla,corpus_crw
kraken_excluded_probe,polish_forms_excluded,polish_forms,native,dysgrafia,3,0.5279832113374041,0.6174321437149973,59,114,38,3,1.107142857142857,0.2261904761904762,15,15,4,3.8881996667478234,,,0.5175438596491229,1.0,0.6403508771929824,0.26666666666666666
