model_id,dataset,source_dataset,preprocessing_variant,group,samples,cer_mean,cla_mean,corpus_edit_distance_chars,corpus_reference_chars,corpus_char_substitutions,corpus_char_insertions,wer_mean,crw_mean,corpus_edit_distance_words,corpus_reference_words,corpus_correct_recognized_words,inference_seconds_mean,cuda_peak_allocated_mb_max,cuda_peak_reserved_mb_max,corpus_cer,corpus_wer,corpus_cla,corpus_crw
kraken_dysgraphia_oversampled_local_10ep_malaysian_auto_invert,malaysian_auto_invert,malaysian,auto_invert,LPD,248,0.7445645622727516,0.437673019963637,6609,9470,4179,538,1.1180170076339433,0.0035027696318018896,1757,1630,5,0.11132207903691808,,,0.6978880675818374,1.0779141104294478,0.5019007391763464,0.003067484662576687
kraken_dysgraphia_oversampled_local_10ep_malaysian_auto_invert,malaysian_auto_invert,malaysian,auto_invert,PD,176,0.8207394949065839,0.47987158631964566,3997,5077,2175,193,1.252935606060606,0.0008116883116883116,1073,906,1,0.05838442159768998,,,0.7872759503643885,1.184326710816777,0.533582824502659,0.0011037527593818985
