model_id,dataset,source_dataset,preprocessing_variant,samples,cer_mean,cer_median,corpus_cer,wer_mean,wer_median,corpus_wer,cla_mean,corpus_cla,crw_mean,corpus_crw,char_accuracy_mean,corpus_char_accuracy,word_accuracy_mean,corpus_word_accuracy,exact_match_rate,reference_chars,edit_distance_chars,char_substitutions,char_insertions,char_deletions,char_correct,reference_words,edit_distance_words,word_substitutions,word_insertions,word_deletions,correct_recognized_words,inference_seconds_total,inference_seconds_mean,inference_seconds_median,rss_after_mb_max,cuda_peak_allocated_mb_max,cuda_peak_reserved_mb_max
kraken_standard_local_10ep_malaysian_raw,malaysian_raw,malaysian,raw,424,0.8302436424442357,0.8064516129032258,0.8018835498728261,1.0509070659424433,1.0,1.0299684542586751,0.6017221313250127,0.6368323365642401,0.0,0.0,0.17786847395067742,0.19811645012717394,0.0,0.0,0.0,14547,11665,5025,258,6382,3140,2536,2612,2024,76,512,0,37.43359289737418,0.08828677570135421,0.06004429992754012,1287.37890625,,
