model_id,dataset,source_dataset,preprocessing_variant,group,samples,cer_mean,cla_mean,corpus_edit_distance_chars,corpus_reference_chars,corpus_char_substitutions,corpus_char_insertions,wer_mean,crw_mean,corpus_edit_distance_words,corpus_reference_words,corpus_correct_recognized_words,inference_seconds_mean,cuda_peak_allocated_mb_max,cuda_peak_reserved_mb_max,corpus_cer,corpus_wer,corpus_cla,corpus_crw
kraken_standard_local_10ep_malaysian_raw,malaysian_raw,malaysian,raw,LPD,248,0.8161251204749513,0.5502782557267301,7447,9470,3559,216,1.045857625797142,0.0,1681,1630,0,0.10989845039664707,,,0.7863780359028512,1.0312883435582823,0.6013727560718057,0.0
kraken_standard_local_10ep_malaysian_raw,malaysian_raw,malaysian,raw,PD,176,0.8501379234009544,0.6742112287589567,4218,5077,1466,42,1.0580221861471861,0.0,931,906,0,0.05783396135798698,,,0.8308055938546386,1.0275938189845475,0.702974197360646,0.0
