family,model_id,dataset,source_dataset,preprocessing_variant,samples,cer_mean,cer_median,corpus_cer,wer_mean,wer_median,corpus_wer,cla_mean,corpus_cla,crw_mean,corpus_crw,char_accuracy_mean,corpus_char_accuracy,word_accuracy_mean,corpus_word_accuracy,exact_match_rate,reference_chars,edit_distance_chars,char_substitutions,char_insertions,char_deletions,char_correct,reference_words,edit_distance_words,word_substitutions,word_insertions,word_deletions,correct_recognized_words,inference_seconds_total,inference_seconds_mean,inference_seconds_median,rss_after_mb_max,cuda_peak_allocated_mb_max,cuda_peak_reserved_mb_max,model_short
CRNN/Kraken,CRNN/Kraken,polish_forms_test,polish_forms,native,241,0.7748429286425338,0.7758620689655172,0.7709226467847158,1.037214318645854,1.0,1.0272780034822984,0.5403435817891804,0.5439888164026095,0.0036307053941908715,0.004062681369704005,0.2251570713574662,0.22907735321528422,0.0025933609958506223,0.0,0.0,10730,8272,4770,123,3379,2581,1723,1770,1370,54,346,7,153.23511569935363,0.6358303555989777,0.569194299983792,1021.1484375,,,CRNN/Kraken
TrOCR,microsoft/trocr-base-handwritten,polish_forms_test,polish_forms,native,241,0.8651992992614717,0.75,0.8464119291705499,1.423218402160311,1.375,1.4010446894950668,0.16863861038721262,0.18937558247903075,0.036139102944082194,0.035403366221706326,0.25798596030253623,0.15358807082945014,0.002563722584469472,0.0,0.0,10730,9082,4755,3943,384,5591,1723,2414,1639,752,23,61,509.3156949002296,2.1133431323660976,1.6166447499999776,1428.8125,690.29443359375,774.0,trocr-base
TrOCR,microsoft/trocr-large-handwritten,polish_forms_test,polish_forms,native,241,0.5788985444540814,0.5853658536585366,0.5818266542404473,1.150416584337746,1.0,1.1369704004643064,0.4859052183003946,0.4833178005591799,0.04958176908384377,0.04991294254207777,0.42133092870070293,0.4181733457595527,0.019483962326285978,0.0,0.0,10730,6243,4326,1218,699,5705,1723,1959,1582,322,55,86,504.72356629988644,2.0942886568460017,2.067311449965928,1203.37109375,1107.21533203125,1138.0,trocr-large
TrOCR,microsoft/trocr-small-handwritten,polish_forms_test,polish_forms,native,241,0.7838407506044875,0.6818181818181818,0.7703634669151911,1.2358888230257523,1.125,1.2199651770168312,0.30350967345619795,0.31882572227399814,0.03431304748732134,0.03656413232733604,0.3259698062709077,0.2296365330848089,0.012711585325693208,0.0,0.0,10730,8266,4982,2327,957,4791,1723,2102,1551,442,109,63,55.607312900014215,0.23073573817433285,0.181884599965997,1336.234375,163.86962890625,284.0,trocr-small
Qwen3VL,Qwen/Qwen3-VL-2B-Instruct,polish_forms_test,polish_forms,native,241,0.2208279987330004,0.1403508771929824,0.2266542404473439,0.5012217611802674,0.5,0.5072547881601858,0.8074141621532319,0.8027027027027027,0.5523743660673122,0.5409170052234474,0.791633965305727,0.773345759552656,0.5211552394125009,0.49274521183981423,0.11618257261410789,10730,2432,1622,495,315,8793,1723,874,752,83,39,932,1772.3799191006692,7.354273523239291,7.259992600069381,4242.0703125,4205.68994140625,4288.0,Qwen3-VL-2B-Instruct
