model_id,dataset,source_dataset,preprocessing_variant,samples,cer_mean,cer_median,corpus_cer,wer_mean,wer_median,corpus_wer,cla_mean,corpus_cla,crw_mean,corpus_crw,char_accuracy_mean,corpus_char_accuracy,word_accuracy_mean,corpus_word_accuracy,exact_match_rate,reference_chars,edit_distance_chars,char_substitutions,char_insertions,char_deletions,char_correct,reference_words,edit_distance_words,word_substitutions,word_insertions,word_deletions,correct_recognized_words,inference_seconds_total,inference_seconds_mean,inference_seconds_median,rss_after_mb_max,cuda_peak_allocated_mb_max,cuda_peak_reserved_mb_max
kraken_standard_local_10ep_malaysian_auto_invert,malaysian_auto_invert,malaysian,auto_invert,424,0.6889992173011797,0.6774193548387096,0.6638482161270365,1.0709273496419722,1.0,1.0575709779179812,0.5625614807139457,0.5802570976833712,0.008020314329276593,0.009858044164037854,0.3139336616371611,0.3361517838729635,0.00571797830052547,0.0,0.0,14547,9657,5728,378,3551,5268,2536,2682,2336,171,175,25,37.5228125967551,0.08849719952064883,0.060531800030730665,1288.6796875,,
