model_id,dataset,source_dataset,preprocessing_variant,samples,cer_mean,cer_median,corpus_cer,wer_mean,wer_median,corpus_wer,cla_mean,corpus_cla,crw_mean,corpus_crw,char_accuracy_mean,corpus_char_accuracy,word_accuracy_mean,corpus_word_accuracy,exact_match_rate,reference_chars,edit_distance_chars,char_substitutions,char_insertions,char_deletions,char_correct,reference_words,edit_distance_words,word_substitutions,word_insertions,word_deletions,correct_recognized_words,inference_seconds_total,inference_seconds_mean,inference_seconds_median,rss_after_mb_max,cuda_peak_allocated_mb_max,cuda_peak_reserved_mb_max
kraken_dysgraphia_oversampled_local_10ep,polish_forms_test,polish_forms,native,241,0.022962193595169125,0.0,0.023299161230195712,0.1011394322597642,0.0,0.09518282066163668,0.9856247346707175,0.9857409133271202,0.9031021537245604,0.9082994776552524,0.977037806404831,0.9767008387698043,0.899690443258908,0.9048171793383634,0.6307053941908713,10730,250,80,73,97,10553,1723,164,142,6,16,1565,30.440820298856124,0.12631045767160218,0.07576179993338883,1204.5546875,,
