model_id,dataset,source_dataset,preprocessing_variant,samples,cer_mean,cer_median,corpus_cer,wer_mean,wer_median,corpus_wer,cla_mean,corpus_cla,crw_mean,corpus_crw,char_accuracy_mean,corpus_char_accuracy,word_accuracy_mean,corpus_word_accuracy,exact_match_rate,reference_chars,edit_distance_chars,char_substitutions,char_insertions,char_deletions,char_correct,reference_words,edit_distance_words,word_substitutions,word_insertions,word_deletions,correct_recognized_words,inference_seconds_total,inference_seconds_mean,inference_seconds_median,rss_after_mb_max,cuda_peak_allocated_mb_max,cuda_peak_reserved_mb_max
kraken_dysgraphia_oversampled_local_10ep_malaysian_raw,malaysian_raw,malaysian,raw,424,1.152814955862628,1.051503094606543,1.0407644187805045,1.7952396267254758,1.6666666666666667,1.6951892744479495,-0.05336982703077004,0.06448064893105107,0.0003930817610062893,0.0003943217665615142,0.07693781334875048,0.0,0.0,0.0,0.0,14547,15140,8303,5306,1531,4713,2536,4299,2473,1764,62,1,40.685165798990056,0.09595557971459918,0.06713974999729544,1289.26171875,,
