model_id,dataset,source_dataset,preprocessing_variant,samples,cer_mean,cer_median,corpus_cer,wer_mean,wer_median,corpus_wer,cla_mean,corpus_cla,crw_mean,corpus_crw,char_accuracy_mean,corpus_char_accuracy,word_accuracy_mean,corpus_word_accuracy,exact_match_rate,reference_chars,edit_distance_chars,char_substitutions,char_insertions,char_deletions,char_correct,reference_words,edit_distance_words,word_substitutions,word_insertions,word_deletions,correct_recognized_words,inference_seconds_total,inference_seconds_mean,inference_seconds_median,rss_after_mb_max,cuda_peak_allocated_mb_max,cuda_peak_reserved_mb_max,model_short
CRNN/Kraken,iam,iam,native,200,0.4490047530511309,0.4375,0.44724818276220146,0.9131320795647422,0.9285714285714286,0.910507792860734,0.6897011945997396,0.6909657320872274,0.10241018372752117,0.102061337355455,0.5509952469488691,0.5527518172377985,0.0964615351538726,0.08949220713926598,0.0,9630,4307,2771,205,1331,5528,1989,1811,1501,25,285,203,77.07922100205906,0.3853961050102953,0.3838648999808356,845.0,,,CRNN/Kraken
CRNN/Kraken,malaysian_auto_invert,malaysian,auto_invert,424,0.43846043078730873,0.4193548387096774,0.40578813501065514,0.9409471228457078,1.0,0.9250788643533123,0.6544314373544777,0.6771155564721248,0.09115957417844209,0.10488958990536278,0.5624829654391063,0.5942118649893449,0.08208576669661574,0.07492113564668768,0.0023584905660377358,14547,5903,4340,357,1206,9001,2536,2346,2115,76,155,266,147.33135970216244,0.34747962193906234,0.29507174994796515,856.06640625,,,CRNN/Kraken
CRNN/Kraken,malaysian_raw,malaysian,raw,424,0.9310915167721929,0.9359959037378391,0.9230769230769231,1.0243467355495657,1.0,1.0232649842271293,0.6489920071775377,0.690245411425036,0.0,0.0,0.07436939959864428,0.07692307692307687,0.0,0.0,0.0,14547,13428,4158,348,8922,1467,2536,2595,1206,59,1330,0,105.56516320095396,0.24897444151168388,0.24893124995287505,840.828125,,,CRNN/Kraken
