model_id,dataset,source_dataset,preprocessing_variant,samples,cer_mean,cer_median,corpus_cer,wer_mean,wer_median,corpus_wer,cla_mean,corpus_cla,crw_mean,corpus_crw,char_accuracy_mean,corpus_char_accuracy,word_accuracy_mean,corpus_word_accuracy,exact_match_rate,reference_chars,edit_distance_chars,char_substitutions,char_insertions,char_deletions,char_correct,reference_words,edit_distance_words,word_substitutions,word_insertions,word_deletions,correct_recognized_words,inference_seconds_total,inference_seconds_mean,inference_seconds_median,rss_after_mb_max,cuda_peak_allocated_mb_max,cuda_peak_reserved_mb_max
kraken_malaysian_excluded_probe,malaysian_excluded,malaysian,auto_invert,1,35.0,35.0,35.0,9.0,9.0,9.0,-35.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,35,0,0,0,9,0,9,0,0,14.421522200107574,14.421522200107574,14.421522200107574,1193.2265625,,
